"revision","rustdoc_item_id","public_path","kind","classification","harness_route","evidence_state"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5582","aarch64_vmsa::table::offset::OffsetTableAccess::offset","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5359","aarch64_vmsa::table::recursive::RecursiveTableAccess","struct","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5614","aarch64_vmsa::table::recursive::RecursiveTableAccess::new","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5616","aarch64_vmsa::table::recursive::RecursiveTableAccess::recursive_base","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5615","aarch64_vmsa::table::recursive::RecursiveTableAccess::recursive_index","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5617","aarch64_vmsa::table::recursive::RecursiveTableAccess::root","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5618","aarch64_vmsa::table::recursive::RecursiveTableAccess::root_level","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4383","aarch64_vmsa::table::root::RootTable","struct","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5651","aarch64_vmsa::table::root::RootTable::addr","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5653","aarch64_vmsa::table::root::RootTable::addr_bits","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5652","aarch64_vmsa::table::root::RootTable::level","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5650","aarch64_vmsa::table::root::RootTable::new","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5654","aarch64_vmsa::table::root::RootTable::output_addr_bits","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5351","aarch64_vmsa::table::table_ref::TranslationTable","struct","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5689","aarch64_vmsa::table::table_ref::TranslationTable::base","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5690","aarch64_vmsa::table::table_ref::TranslationTable::entries","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5691","aarch64_vmsa::table::table_ref::TranslationTable::entry_ptr","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5684","aarch64_vmsa::table::table_ref::TranslationTable::from_ptr","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5693","aarch64_vmsa::table::table_ref::TranslationTable::index_bits","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5696","aarch64_vmsa::table::table_ref::TranslationTable::index_for_va","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5694","aarch64_vmsa::table::table_ref::TranslationTable::index_mask","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5686","aarch64_vmsa::table::table_ref::TranslationTable::level","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5695","aarch64_vmsa::table::table_ref::TranslationTable::level_shift","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5692","aarch64_vmsa::table::table_ref::TranslationTable::read","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5688","aarch64_vmsa::table::table_ref::TranslationTable::shape","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5687","aarch64_vmsa::table::table_ref::TranslationTable::stride_count","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5364","aarch64_vmsa::table::table_ref::TranslationTableMut","struct","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5726","aarch64_vmsa::table::table_ref::TranslationTableMut::as_table","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5725","aarch64_vmsa::table::table_ref::TranslationTableMut::base","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5727","aarch64_vmsa::table::table_ref::TranslationTableMut::entries","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5728","aarch64_vmsa::table::table_ref::TranslationTableMut::entry_ptr","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5721","aarch64_vmsa::table::table_ref::TranslationTableMut::from_ptr","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5731","aarch64_vmsa::table::table_ref::TranslationTableMut::index_bits","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5734","aarch64_vmsa::table::table_ref::TranslationTableMut::index_for_va","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5732","aarch64_vmsa::table::table_ref::TranslationTableMut::index_mask","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5722","aarch64_vmsa::table::table_ref::TranslationTableMut::level","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5733","aarch64_vmsa::table::table_ref::TranslationTableMut::level_shift","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5729","aarch64_vmsa::table::table_ref::TranslationTableMut::read","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5724","aarch64_vmsa::table::table_ref::TranslationTableMut::shape","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5723","aarch64_vmsa::table::table_ref::TranslationTableMut::stride_count","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5730","aarch64_vmsa::table::table_ref::TranslationTableMut::write","function","direct-fvp-execution","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: geometry.value-boundaries; geometry.path-boundaries; tables.recursive-access; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6222","aarch64_vmsa::translation","module","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6221","aarch64_vmsa::translation","use","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6220","aarch64_vmsa::translation::walk","module","type-only","public namespace and reexport surface","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","3735","aarch64_vmsa::translation::walk::Stage1","struct","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4527","aarch64_vmsa::translation::walk::Stage1Walk","struct","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6218","aarch64_vmsa::translation::walk::Stage1Walker","type_alias","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","3738","aarch64_vmsa::translation::walk::Stage2","struct","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4588","aarch64_vmsa::translation::walk::Stage2Walk","struct","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6219","aarch64_vmsa::translation::walk::Stage2Walker","type_alias","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","3732","aarch64_vmsa::translation::walk::TranslationStage","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","4285","aarch64_vmsa::translation::walk::TranslationWalkProfile","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5930","aarch64_vmsa::translation::walk::WalkCursor","struct","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5935","aarch64_vmsa::translation::walk::WalkCursor::current","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5940","aarch64_vmsa::translation::walk::WalkCursor::entry_index","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5932","aarch64_vmsa::translation::walk::WalkCursor::input","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5936","aarch64_vmsa::translation::walk::WalkCursor::level","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5939","aarch64_vmsa::translation::walk::WalkCursor::location","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5931","aarch64_vmsa::translation::walk::WalkCursor::new","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5941","aarch64_vmsa::translation::walk::WalkCursor::next_table","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5938","aarch64_vmsa::translation::walk::WalkCursor::path","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5933","aarch64_vmsa::translation::walk::WalkCursor::root","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5934","aarch64_vmsa::translation::walk::WalkCursor::root_level","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5937","aarch64_vmsa::translation::walk::WalkCursor::table","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","3860","aarch64_vmsa::translation::walk::WalkCursorError","enum","isolated-malformed-input","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5442","aarch64_vmsa::translation::walk::WalkError","enum","isolated-malformed-input","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","3898","aarch64_vmsa::translation::walk::WalkInputAddr","struct","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5866","aarch64_vmsa::translation::walk::WalkInputAddr::new","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5867","aarch64_vmsa::translation::walk::WalkInputAddr::raw","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5965","aarch64_vmsa::translation::walk::WalkInvalid","struct","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5966","aarch64_vmsa::translation::walk::WalkInvalid::cursor","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5970","aarch64_vmsa::translation::walk::WalkInvalid::entry_index","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5968","aarch64_vmsa::translation::walk::WalkInvalid::input","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5969","aarch64_vmsa::translation::walk::WalkInvalid::level","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5967","aarch64_vmsa::translation::walk::WalkInvalid::location","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5899","aarch64_vmsa::translation::walk::WalkLayoutOf","type_alias","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","5999","aarch64_vmsa::translation::walk::WalkLeaf","struct","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6000","aarch64_vmsa::translation::walk::WalkLeaf::cursor","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6004","aarch64_vmsa::translation::walk::WalkLeaf::entry_index","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6008","aarch64_vmsa::translation::walk::WalkLeaf::fields","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6007","aarch64_vmsa::translation::walk::WalkLeaf::kind","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6003","aarch64_vmsa::translation::walk::WalkLeaf::level","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6001","aarch64_vmsa::translation::walk::WalkLeaf::location","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6006","aarch64_vmsa::translation::walk::WalkLeaf::output","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","6005","aarch64_vmsa::translation::walk::WalkLeaf::output_base","function","typed-inspection","source-reviewed high-level MappingInspection and WalkInspection preserve observable path/level/kind/output/raw descriptor semantics without exposing table access or frames; catalog: walk.cursor-boundaries; geometry.path-boundaries; mapper.live-range","evidence-complete"
